group_1344	PAGRI_00913	PBONN_01024	PHAYL_01055	PCALE_02543	PFUNG_02465	PMEGA_05499	PPHEM_04003	PPHEX_02753	PPHYM_00796	PPHYT_02970	PSART_01157	PSPRE_00280	PTERA_02676	PTERE_00825	PXENO_03188
cheZ	PAGRI_04141	PBONN_00318	PHAYL_00339	PCALE_03340	PFUNG_01622	PMEGA_06502	PPHEM_00667	PPHEX_03555	PPHYM_03046	PPHYT_03836	PSART_04260	PSPRE_02721	PTERA_03485	PTERE_03075	PXENO_02307
mutS	PAGRI_01508	PBONN_01255	PHAYL_02107	PCALE_01197	PFUNG_02922	PMEGA_04947	PPHEM_04457	PPHEX_02375	PPHYM_01438	PPHYT_02520	PSART_01717	PSPRE_00663	PTERA_01302	PTERE_01190	PXENO_03780
yabJ_1	PAGRI_03663	PBONN_00634	PHAYL_00651	PCALE_00370	PFUNG_01074	PMEGA_03074	PPHEM_04786	PPHEX_00334	PPHYM_00371	PPHYT_00632	PSART_00693	PSPRE_02215	PTERA_00410	PTERE_00364	PXENO_01740
fis	PAGRI_00463	PBONN_02501	PHAYL_02706	PCALE_02910	PFUNG_02080	PMEGA_03138	PPHEM_05828	PPHEX_03118	PPHYM_02612	PPHYT_03357	PSART_02633	PSPRE_03175	PTERA_03043	PTERE_02633	PXENO_02794
group_1452	PAGRI_02334	PBONN_01466	PHAYL_01925	PCALE_01448	PFUNG_03353	PMEGA_04340	PPHEM_07391	PPHEX_01829	PPHYM_00933	PPHYT_01786	PSART_02892	PSPRE_01236	PTERA_01506	PTERE_01751	PXENO_00148
ndh	PAGRI_07608	PBONN_01949	PHAYL_01326	PCALE_05399	PFUNG_05265	PMEGA_01305	PPHEM_06683	PPHEX_05098	PPHYM_04505	PPHYT_06807	PSART_03763	PSPRE_04239	PTERA_04901	PTERE_05680	PXENO_05172
purL	PAGRI_02218	PBONN_01569	PHAYL_01796	PCALE_01564	PFUNG_03533	PMEGA_04470	PPHEM_05587	PPHEX_01716	PPHYM_01048	PPHYT_01920	PSART_02784	PSPRE_01075	PTERA_01675	PTERE_01631	PXENO_04435
hfq_1	PAGRI_02582	PBONN_01336	PHAYL_02028	PCALE_01931	PFUNG_03983	PMEGA_04225	PPHEM_07774	PPHEX_01431	PPHYM_01756	PPHYT_01660	PSART_03017	PSPRE_01375	PTERA_02192	PTERE_01862	PXENO_00471
group_1461	PAGRI_02430	PBONN_01432	PHAYL_01959	PCALE_01370	PFUNG_03842	PMEGA_04266	PPHEM_07794	PPHEX_01917	PPHYM_01739	PPHYT_01705	PSART_02994	PSPRE_01308	PTERA_01444	PTERE_01842	PXENO_00235
group_335	PAGRI_02986	PBONN_01116	PHAYL_02269	PCALE_02146	PFUNG_00370	PMEGA_03939	PPHEM_05993	PPHEX_01168	PPHYM_02004	PPHYT_01399	PSART_03208	PSPRE_01540	PTERA_01111	PTERE_02055	PXENO_00840
glcE	PAGRI_03638	PBONN_02462	PHAYL_02664	PCALE_00448	PFUNG_00984	PMEGA_03176	PPHEM_05790	PPHEX_00414	PPHYM_02574	PPHYT_00710	PSART_02582	PSPRE_02138	PTERA_00488	PTERE_02595	PXENO_01661
group_536	PAGRI_00214	PBONN_00152	PHAYL_00181	PCALE_00177	PFUNG_01267	PMEGA_02873	PPHEM_00289	PPHEX_00150	PPHYM_00154	PPHYT_00417	PSART_00513	PSPRE_02395	PTERA_00202	PTERE_00167	PXENO_01965
group_1287	PAGRI_00429	PBONN_02534	PHAYL_02748	PCALE_02940	PFUNG_02046	PMEGA_03110	PPHEM_05855	PPHEX_03147	PPHYM_02641	PPHYT_03388	PSART_02661	PSPRE_03146	PTERA_03073	PTERE_02662	PXENO_02764
group_1078	PAGRI_04029	PBONN_00442	PHAYL_00451	PCALE_03242	PFUNG_01735	PMEGA_06379	PPHEM_06936	PPHEX_03458	PPHYM_02945	PPHYT_03706	PSART_04373	PSPRE_02821	PTERA_03376	PTERE_02969	PXENO_02453
cysA	PAGRI_02345	PBONN_01457	PHAYL_01935	PCALE_01439	PFUNG_03342	PMEGA_04332	PPHEM_07383	PPHEX_01840	PPHYM_01670	PPHYT_01775	PSART_02909	PSPRE_01247	PTERA_01497	PTERE_01767	PXENO_00159
rpsR	PAGRI_02333	PBONN_01467	PHAYL_01924	PCALE_01449	PFUNG_03354	PMEGA_04341	PPHEM_07392	PPHEX_01828	PPHYM_00934	PPHYT_01787	PSART_02891	PSPRE_01235	PTERA_01507	PTERE_01750	PXENO_00147
group_177	PAGRI_00236	PBONN_02821	PHAYL_02959	PCALE_00199	PFUNG_01245	PMEGA_02894	PPHEM_00268	PPHEX_00173	PPHYM_00177	PPHYT_00448	PSART_00536	PSPRE_02374	PTERA_00225	PTERE_00190	PXENO_01941
rpsA	PAGRI_00876	PBONN_00987	PHAYL_01017	PCALE_02582	PFUNG_02427	PMEGA_05535	PPHEM_04040	PPHEX_02791	PPHYM_00760	PPHYT_03007	PSART_01119	PSPRE_00243	PTERA_02713	PTERE_00787	PXENO_03150
group_890	PAGRI_03016	PBONN_03321	PHAYL_03410	PCALE_02251	PFUNG_00400	PMEGA_03913	PPHEM_03464	PPHEX_01136	PPHYM_02036	PPHYT_01369	PSART_01863	PSPRE_01568	PTERA_01074	PTERE_02087	PXENO_00883
apaG	PAGRI_03844	PBONN_00579	PHAYL_00592	PCALE_03057	PFUNG_01925	PMEGA_06159	PPHEM_06913	PPHEX_03269	PPHYM_02762	PPHYT_03517	PSART_03980	PSPRE_03028	PTERA_03194	PTERE_02782	PXENO_02641
rpsU_1	PAGRI_04163	PBONN_00301	PHAYL_00322	PCALE_03361	PFUNG_01600	PMEGA_06522	PPHEM_00646	PPHEX_03576	PPHYM_03066	PPHYT_03859	PSART_04238	PSPRE_02699	PTERA_03506	PTERE_03096	PXENO_02286
accA	PAGRI_01583	PBONN_01271	PHAYL_02095	PCALE_01208	PFUNG_02987	PMEGA_04936	PPHEM_04253	PPHEX_02363	PPHYM_01427	PPHYT_02509	PSART_01728	PSPRE_00674	PTERA_01313	PTERE_01201	PXENO_03791
flhA_1	PAGRI_00556	PBONN_02382	PHAYL_01309	PCALE_02824	PFUNG_02172	PMEGA_05925	PPHEM_04945	PPHEX_03032	PPHYM_00491	PPHYT_03269	PSART_00824	PSPRE_03270	PTERA_02954	PTERE_00484	PXENO_02887
group_1145	PAGRI_05178	PBONN_01069	PHAYL_01105	PCALE_05127	PFUNG_06343	PMEGA_01413	PPHEM_01433	PPHEX_04467	PPHYM_03958	PPHYT_04322	PSART_04557	PSPRE_04763	PTERA_04357	PTERE_05595	PXENO_05970
tmk	PAGRI_02198	PBONN_01586	PHAYL_01771	PCALE_01583	PFUNG_03553	PMEGA_04489	PPHEM_05558	PPHEX_01697	PPHYM_01069	PPHYT_01942	PSART_02765	PSPRE_01056	PTERA_01696	PTERE_01609	PXENO_04415
gmhD	PAGRI_00882	PBONN_00993	PHAYL_01023	PCALE_02576	PFUNG_02434	PMEGA_05529	PPHEM_04034	PPHEX_02785	PPHYM_00766	PPHYT_03001	PSART_01125	PSPRE_00249	PTERA_02707	PTERE_00793	PXENO_03156
group_1289	PAGRI_00436	PBONN_02528	PHAYL_02736	PCALE_02933	PFUNG_02053	PMEGA_03116	PPHEM_05849	PPHEX_03141	PPHYM_02635	PPHYT_03381	PSART_02655	PSPRE_03152	PTERA_03067	PTERE_02656	PXENO_02771
group_344	PAGRI_03069	PBONN_03366	PHAYL_03454	PCALE_02304	PFUNG_00453	PMEGA_03856	PPHEM_03515	PPHEX_01083	PPHYM_02085	PPHYT_01316	PSART_01914	PSPRE_01621	PTERA_01022	PTERE_02138	PXENO_00940
mlaC	PAGRI_03916	PBONN_00539	PHAYL_00550	PCALE_03130	PFUNG_01848	PMEGA_06247	PPHEM_06837	PPHEX_03341	PPHYM_02835	PPHYT_03591	PSART_03904	PSPRE_02931	PTERA_03266	PTERE_02855	PXENO_02568
group_3261	PAGRI_03912	PBONN_00543	PHAYL_00554	PCALE_03126	PFUNG_01852	PMEGA_06243	PPHEM_06841	PPHEX_03337	PPHYM_02831	PPHYT_03587	PSART_03908	PSPRE_02935	PTERA_03262	PTERE_02851	PXENO_02572
group_3126	PAGRI_00262	PBONN_02798	PHAYL_02937	PCALE_00231	PFUNG_01220	PMEGA_02920	PPHEM_00241	PPHEX_00199	PPHYM_00204	PPHYT_00476	PSART_00560	PSPRE_02347	PTERA_00251	PTERE_00216	PXENO_01913
gatC	PAGRI_00105	PBONN_00036	PHAYL_00071	PCALE_00083	PFUNG_01373	PMEGA_02704	PPHEM_00446	PPHEX_00063	PPHYM_00056	PPHYT_00315	PSART_04033	PSPRE_02514	PTERA_00072	PTERE_00050	PXENO_02077
metK	PAGRI_00129	PBONN_00059	PHAYL_00095	PCALE_00107	PFUNG_01349	PMEGA_02728	PPHEM_00420	PPHEX_00088	PPHYM_00080	PPHYT_00339	PSART_04009	PSPRE_02491	PTERA_00096	PTERE_00074	PXENO_02053
rplF	PAGRI_03976	PBONN_00488	PHAYL_00502	PCALE_03189	PFUNG_01788	PMEGA_06304	PPHEM_07013	PPHEX_03403	PPHYM_02893	PPHYT_03653	PSART_03857	PSPRE_02874	PTERA_03323	PTERE_02917	PXENO_02506
group_445	PAGRI_04159	PBONN_00304	PHAYL_00326	PCALE_03357	PFUNG_01604	PMEGA_06518	PPHEM_00650	PPHEX_03572	PPHYM_03062	PPHYT_03855	PSART_04242	PSPRE_02703	PTERA_03502	PTERE_03092	PXENO_02289
group_64	PAGRI_01739	PBONN_00921	PHAYL_00946	PCALE_00851	PFUNG_00676	PMEGA_05635	PPHEM_04122	PPHEX_00872	PPHYM_00670	PPHYT_01049	PSART_01027	PSPRE_01816	PTERA_00790	PTERE_00691	PXENO_05010
group_191	PAGRI_00325	PBONN_02687	PHAYL_02868	PCALE_00291	PFUNG_01156	PMEGA_02984	PPHEM_04697	PPHEX_00259	PPHYM_00285	PPHYT_00540	PSART_00612	PSPRE_02294	PTERA_00313	PTERE_00275	PXENO_01848
group_1591	PAGRI_04026	PBONN_00445	PHAYL_00453	PCALE_03239	PFUNG_01738	PMEGA_06376	PPHEM_06933	PPHEX_03455	PPHYM_02942	PPHYT_03703	PSART_04376	PSPRE_02824	PTERA_03373	PTERE_02966	PXENO_02456
group_2356	PAGRI_00371	PBONN_02647	PHAYL_02826	PCALE_00330	PFUNG_01111	PMEGA_03037	PPHEM_04742	PPHEX_00298	PPHYM_00331	PPHYT_00587	PSART_00654	PSPRE_02247	PTERA_00358	PTERE_00322	PXENO_01803
fliN	PAGRI_04112	PBONN_00375	PHAYL_00372	PCALE_03311	PFUNG_01651	PMEGA_06468	PPHEM_00694	PPHEX_03526	PPHYM_03018	PPHYT_03807	PSART_04295	PSPRE_02752	PTERA_03457	PTERE_03048	PXENO_02337
panD	PAGRI_03308	PBONN_02187	PHAYL_01128	PCALE_00813	PFUNG_00722	PMEGA_03666	PPHEM_02913	PPHEX_00832	PPHYM_02259	PPHYT_00998	PSART_02074	PSPRE_01856	PTERA_00748	PTERE_02295	PXENO_01195
nuoF	PAGRI_03044	PBONN_03343	PHAYL_03431	PCALE_02279	PFUNG_00428	PMEGA_03882	PPHEM_03490	PPHEX_01108	PPHYM_02062	PPHYT_01341	PSART_01890	PSPRE_01596	PTERA_01047	PTERE_02114	PXENO_00914
hemF	PAGRI_03096	PBONN_03386	PHAYL_03478	PCALE_02331	PFUNG_00480	PMEGA_03811	PPHEM_03542	PPHEX_01057	PPHYM_02125	PPHYT_01291	PSART_01945	PSPRE_01647	PTERA_00995	PTERE_02166	PXENO_00966
pxpC	PAGRI_04077	PBONN_00407	PHAYL_00400	PCALE_03278	PFUNG_01685	PMEGA_06427	PPHEM_00728	PPHEX_03492	PPHYM_02982	PPHYT_03771	PSART_04326	PSPRE_02781	PTERA_03418	PTERE_03012	PXENO_02373
rpsS	PAGRI_03987	PBONN_00477	PHAYL_00491	PCALE_03200	PFUNG_01777	PMEGA_06315	PPHEM_07002	PPHEX_03414	PPHYM_02904	PPHYT_03664	PSART_03846	PSPRE_02863	PTERA_03334	PTERE_02928	PXENO_02495
group_1077	PAGRI_04027	PBONN_00444	PHAYL_00452	PCALE_03240	PFUNG_01737	PMEGA_06377	PPHEM_06934	PPHEX_03456	PPHYM_02943	PPHYT_03704	PSART_04375	PSPRE_02823	PTERA_03374	PTERE_02967	PXENO_02455
group_517	PAGRI_00118	PBONN_00048	PHAYL_00084	PCALE_00096	PFUNG_01360	PMEGA_02717	PPHEM_00431	PPHEX_00076	PPHYM_00069	PPHYT_00328	PSART_04020	PSPRE_02502	PTERA_00085	PTERE_00063	PXENO_02064
sctC_1	PAGRI_03947	PBONN_00514	PHAYL_00528	PCALE_03160	PFUNG_01816	PMEGA_06276	PPHEM_07041	PPHEX_03374	PPHYM_02864	PPHYT_03623	PSART_03885	PSPRE_02903	PTERA_03295	PTERE_02888	PXENO_02535
ribA	PAGRI_06189	PBONN_03224	PHAYL_03311	PCALE_04010	PFUNG_04128	PMEGA_02179	PPHEM_03064	PPHEX_05850	PPHYM_03322	PPHYT_05005	PSART_05358	PSPRE_03405	PTERA_06386	PTERE_04343	PXENO_06997
group_619	PAGRI_00531	PBONN_02401	PHAYL_02488	PCALE_02851	PFUNG_02147	PMEGA_05951	PPHEM_04919	PPHEX_03058	PPHYM_00466	PPHYT_03294	PSART_00801	PSPRE_03244	PTERA_02979	PTERE_00457	PXENO_02862
group_745	PAGRI_01429	PBONN_01161	PHAYL_02213	PCALE_01119	PFUNG_02840	PMEGA_05027	PPHEM_04533	PPHEX_02453	PPHYM_01516	PPHYT_02598	PSART_01639	PSPRE_00585	PTERA_01224	PTERE_01111	PXENO_03700
rppH	PAGRI_03789	PBONN_02583	PHAYL_02795	PCALE_03000	PFUNG_01981	PMEGA_06103	PPHEM_05923	PPHEX_03215	PPHYM_02708	PPHYT_03463	PSART_00179	PSPRE_03082	PTERA_03139	PTERE_02727	PXENO_02695
group_625	PAGRI_00560	PBONN_02378	PHAYL_02460	PCALE_02820	PFUNG_02176	PMEGA_05921	PPHEM_04949	PPHEX_03028	PPHYM_00495	PPHYT_03265	PSART_00828	PSPRE_03274	PTERA_02950	PTERE_00488	PXENO_02891
group_42	PAGRI_00332	PBONN_02682	PHAYL_02863	PCALE_00297	PFUNG_01149	PMEGA_00441	PPHEM_04704	PPHEX_00265	PPHYM_00292	PPHYT_00547	PSART_00619	PSPRE_02288	PTERA_00320	PTERE_00283	PXENO_01841
group_250	PAGRI_00976	PBONN_02130	PHAYL_01186	PCALE_02488	PFUNG_02529	PMEGA_05433	PPHEM_03943	PPHEX_02698	PPHYM_00854	PPHYT_02907	PSART_01220	PSPRE_00341	PTERA_02622	PTERE_00889	PXENO_03251
mdtC_1	PAGRI_00624	PBONN_01275	PHAYL_02085	PCALE_01999	PFUNG_00146	PMEGA_04076	PPHEM_07657	PPHEX_01332	PPHYM_01815	PPHYT_01571	PSART_03104	PSPRE_01440	PTERA_02316	PTERE_01924	PXENO_00593
hmgA	PAGRI_03559	PBONN_00824	PHAYL_00876	PCALE_00506	PFUNG_00923	PMEGA_03257	PPHEM_05727	PPHEX_00472	PPHYM_02493	PPHYT_00772	PSART_02431	PSPRE_02080	PTERA_00550	PTERE_02510	PXENO_00410
truB	PAGRI_02615	PBONN_01307	PHAYL_02057	PCALE_01947	PFUNG_00014	PMEGA_04192	PPHEM_07742	PPHEX_01400	PPHYM_01771	PPHYT_01629	PSART_03033	PSPRE_01390	PTERA_02207	PTERE_01878	PXENO_00502
group_2036	PAGRI_03212	PBONN_01986	PHAYL_01295	PCALE_00908	PFUNG_00635	PMEGA_03725	PPHEM_02812	PPHEX_00943	PPHYM_02209	PPHYT_01127	PSART_02027	PSPRE_01765	PTERA_00839	PTERE_02243	PXENO_01079
fabF_4	PAGRI_00970	PBONN_02136	PHAYL_01180	PCALE_02494	PFUNG_02523	PMEGA_05439	PPHEM_03949	PPHEX_02704	PPHYM_00848	PPHYT_02913	PSART_01215	PSPRE_00335	PTERA_02628	PTERE_00883	PXENO_03245
surE	PAGRI_02287	PBONN_01511	PHAYL_01880	PCALE_01496	PFUNG_03400	PMEGA_04385	PPHEM_05664	PPHEX_01781	PPHYM_00981	PPHYT_01834	PSART_02848	PSPRE_01188	PTERA_01553	PTERE_01701	PXENO_00057
lipB	PAGRI_00279	PBONN_02776	PHAYL_02921	PCALE_00248	PFUNG_01203	PMEGA_02936	PPHEM_00226	PPHEX_00216	PPHYM_00220	PPHYT_00493	PSART_00576	PSPRE_02330	PTERA_00268	PTERE_00233	PXENO_01896
ispF	PAGRI_02245	PBONN_01540	PHAYL_01834	PCALE_01537	PFUNG_03463	PMEGA_04420	PPHEM_05617	PPHEX_01743	PPHYM_01022	PPHYT_01876	PSART_02809	PSPRE_01151	PTERA_01591	PTERE_01659	PXENO_00014
sbp_2	PAGRI_02348	PBONN_01454	PHAYL_01938	PCALE_01436	PFUNG_03339	PMEGA_04329	PPHEM_07380	PPHEX_01843	PPHYM_01673	PPHYT_01772	PSART_02912	PSPRE_01250	PTERA_01494	PTERE_01770	PXENO_00162
lolD_1	PAGRI_01462	PBONN_01209	PHAYL_02161	PCALE_01151	PFUNG_02875	PMEGA_04993	PPHEM_04503	PPHEX_02423	PPHYM_01484	PPHYT_02567	PSART_01671	PSPRE_00615	PTERA_01254	PTERE_01144	PXENO_03733
group_847	PAGRI_02326	PBONN_01474	PHAYL_01916	PCALE_01456	PFUNG_03361	PMEGA_04348	PPHEM_05701	PPHEX_01820	PPHYM_00941	PPHYT_01794	PSART_02884	PSPRE_01225	PTERA_01514	PTERE_01743	PXENO_00096
ribE	PAGRI_00767	PBONN_00892	PHAYL_02537	PCALE_02677	PFUNG_02331	PMEGA_05684	PPHEM_04166	PPHEX_02886	PPHYM_00629	PPHYT_03112	PSART_00995	PSPRE_00102	PTERA_02808	PTERE_00646	PXENO_03061
coq7	PAGRI_03826	PBONN_00591	PHAYL_00607	PCALE_03039	PFUNG_01943	PMEGA_06140	PPHEM_05960	PPHEX_03251	PPHYM_02744	PPHYT_03499	PSART_00142	PSPRE_03045	PTERA_03176	PTERE_02764	PXENO_02659
group_1234	PAGRI_07749	PBONN_03585	PHAYL_03676	PCALE_05580	PFUNG_05418	PMEGA_01125	PPHEM_00829	PPHEX_04960	PPHYM_04350	PPHYT_06965	PSART_04868	PSPRE_04341	PTERA_04766	PTERE_05830	PXENO_05326
group_702	PAGRI_00960	PBONN_02146	PHAYL_01169	PCALE_02504	PFUNG_02513	PMEGA_05449	PPHEM_03959	PPHEX_02714	PPHYM_00838	PPHYT_02923	PSART_01205	PSPRE_00325	PTERA_02638	PTERE_00873	PXENO_03235
group_978	PAGRI_03606	PBONN_02428	PHAYL_02631	PCALE_00479	PFUNG_00952	PMEGA_03207	PPHEM_05759	PPHEX_00447	PPHYM_02544	PPHYT_00742	PSART_02550	PSPRE_02107	PTERA_00522	PTERE_02563	PXENO_01615
sucB	PAGRI_02608	PBONN_01314	PHAYL_02050	PCALE_01939	PFUNG_00007	PMEGA_04202	PPHEM_07749	PPHEX_01407	PPHYM_01764	PPHYT_01636	PSART_03026	PSPRE_01382	PTERA_02200	PTERE_01871	PXENO_00495
malE_1	PAGRI_03290	PBONN_00899	PHAYL_02530	PCALE_00830	PFUNG_00705	PMEGA_05675	PPHEM_04158	PPHEX_00849	PPHYM_00637	PPHYT_00849	PSART_01003	PSPRE_01838	PTERA_00765	PTERE_00654	PXENO_01155
group_780	PAGRI_01635	PBONN_01772	PHAYL_01543	PCALE_01262	PFUNG_03153	PMEGA_04887	PPHEM_07322	PPHEX_02308	PPHYM_01379	PPHYT_02459	PSART_01776	PSPRE_00725	PTERA_02112	PTERE_01250	PXENO_03843
group_1184	PAGRI_06217	PBONN_03230	PHAYL_03318	PCALE_03987	PFUNG_04157	PMEGA_02147	PPHEM_05077	PPHEX_05826	PPHYM_03359	PPHYT_04977	PSART_00069	PSPRE_03431	PTERA_03667	PTERE_04302	PXENO_07022
secY	PAGRI_03971	PBONN_00493	PHAYL_00507	PCALE_03184	PFUNG_01793	PMEGA_06299	PPHEM_07018	PPHEX_03398	PPHYM_02888	PPHYT_03648	PSART_03862	PSPRE_02879	PTERA_03318	PTERE_02912	PXENO_02511
guaA	PAGRI_01669	PBONN_01737	PHAYL_01577	PCALE_01296	PFUNG_03187	PMEGA_04853	PPHEM_07356	PPHEX_02274	PPHYM_01345	PPHYT_02425	PSART_01811	PSPRE_00758	PTERA_02078	PTERE_01286	PXENO_03877
group_2462	PAGRI_02352	PBONN_01451	PHAYL_01941	PCALE_01432	PFUNG_03335	PMEGA_04325	PPHEM_07376	PPHEX_01847	PPHYM_01677	PPHYT_01768	PSART_02916	PSPRE_01254	PTERA_01490	PTERE_01774	PXENO_00166
emrA_1	PAGRI_02613	PBONN_01309	PHAYL_02055	PCALE_01945	PFUNG_00012	PMEGA_04197	PPHEM_02335	PPHEX_01402	PPHYM_01769	PPHYT_01631	PSART_03031	PSPRE_01387	PTERA_02205	PTERE_01876	PXENO_00500
group_3131	PAGRI_00369	PBONN_02649	PHAYL_02828	PCALE_00328	PFUNG_01113	PMEGA_03035	PPHEM_04740	PPHEX_00296	PPHYM_00329	PPHYT_00585	PSART_00652	PSPRE_02249	PTERA_00356	PTERE_00320	PXENO_01805
ompR_1	PAGRI_02242	PBONN_01544	PHAYL_01830	PCALE_01541	PFUNG_03466	PMEGA_04425	PPHEM_05613	PPHEX_01739	PPHYM_01026	PPHYT_01879	PSART_02804	PSPRE_01148	PTERA_01595	PTERE_01654	PXENO_00010
group_1009	PAGRI_03708	PBONN_00671	PHAYL_00706	PCALE_00410	PFUNG_01025	PMEGA_06042	PPHEM_04837	PPHEX_00377	PPHYM_00407	PPHYT_00672	PSART_00737	PSPRE_02174	PTERA_00449	PTERE_00400	PXENO_01699
group_189	PAGRI_00321	PBONN_02690	PHAYL_02872	PCALE_00287	PFUNG_01160	PMEGA_02980	PPHEM_04693	PPHEX_00255	PPHYM_00281	PPHYT_00536	PSART_00608	PSPRE_02298	PTERA_00309	PTERE_00271	PXENO_01852
rpoE_1	PAGRI_00972	PBONN_02134	PHAYL_01182	PCALE_02492	PFUNG_02525	PMEGA_05437	PPHEM_03947	PPHEX_02702	PPHYM_00850	PPHYT_02911	PSART_01216	PSPRE_00337	PTERA_02626	PTERE_00885	PXENO_03247
uvrA_1	PAGRI_00384	PBONN_02636	PHAYL_02815	PCALE_00343	PFUNG_01098	PMEGA_03049	PPHEM_04753	PPHEX_00309	PPHYM_00343	PPHYT_00599	PSART_00670	PSPRE_02235	PTERA_00371	PTERE_00334	PXENO_01790
ompA_1	PAGRI_00867	PBONN_00978	PHAYL_01008	PCALE_02591	PFUNG_02418	PMEGA_05544	PPHEM_04049	PPHEX_02800	PPHYM_00751	PPHYT_03016	PSART_01110	PSPRE_00234	PTERA_02722	PTERE_00778	PXENO_03141
metH1	PAGRI_00253	PBONN_02806	PHAYL_02945	PCALE_00221	PFUNG_01230	PMEGA_02908	PPHEM_00254	PPHEX_00189	PPHYM_00194	PPHYT_00466	PSART_00551	PSPRE_02357	PTERA_00241	PTERE_00206	PXENO_01925
group_753	PAGRI_01463	PBONN_01210	PHAYL_02160	PCALE_01152	PFUNG_02876	PMEGA_04992	PPHEM_04502	PPHEX_02422	PPHYM_01483	PPHYT_02566	PSART_01672	PSPRE_00616	PTERA_01255	PTERE_01145	PXENO_03734
cheD	PAGRI_04144	PBONN_00315	PHAYL_00336	PCALE_03343	PFUNG_01619	PMEGA_06505	PPHEM_00664	PPHEX_03558	PPHYM_03049	PPHYT_03839	PSART_04257	PSPRE_02718	PTERA_03488	PTERE_03078	PXENO_02304
group_80	PAGRI_02189	PBONN_01594	PHAYL_01763	PCALE_01593	PFUNG_03562	PMEGA_04499	PPHEM_05549	PPHEX_01687	PPHYM_01076	PPHYT_01952	PSART_02757	PSPRE_01046	PTERA_01706	PTERE_01600	PXENO_04405
group_1269	PAGRI_00345	PBONN_02671	PHAYL_02852	PCALE_00306	PFUNG_01136	PMEGA_02999	PPHEM_04716	PPHEX_00274	PPHYM_00305	PPHYT_00561	PSART_00628	PSPRE_02277	PTERA_00334	PTERE_00296	PXENO_01827
group_965	PAGRI_03541	PBONN_00853	PHAYL_00899	PCALE_00542	PFUNG_00904	PMEGA_03286	PPHEM_07418	PPHEX_00485	PPHYM_02477	PPHYT_00790	PSART_02415	PSPRE_02043	PTERA_00565	PTERE_02489	PXENO_01562
group_773	PAGRI_01620	PBONN_01785	PHAYL_01532	PCALE_01247	PFUNG_03138	PMEGA_04901	PPHEM_01380	PPHEX_02322	PPHYM_01393	PPHYT_02474	PSART_01762	PSPRE_00710	PTERA_02126	PTERE_01235	PXENO_03828
group_1515	PAGRI_03221	PBONN_01994	PHAYL_01285	PCALE_00898	PFUNG_00644	PMEGA_03716	PPHEM_02820	PPHEX_00934	PPHYM_02219	PPHYT_01118	PSART_02035	PSPRE_01774	PTERA_00830	PTERE_02252	PXENO_01088
group_1827	PAGRI_00470	PBONN_00679	PHAYL_00713	PCALE_02903	PFUNG_02086	PMEGA_06036	PPHEM_04845	PPHEX_03111	PPHYM_00413	PPHYT_03350	PSART_00752	PSPRE_03181	PTERA_03036	PTERE_00406	PXENO_02800
group_885	PAGRI_02989	PBONN_01113	PHAYL_02271	PCALE_02149	PFUNG_00373	PMEGA_03936	PPHEM_05989	PPHEX_01165	PPHYM_02008	PPHYT_01396	PSART_00032	PSPRE_01543	PTERA_01108	PTERE_02059	PXENO_00843
recA	PAGRI_00514	PBONN_02419	PHAYL_02605	PCALE_02867	PFUNG_02130	PMEGA_05968	PPHEM_04903	PPHEX_03075	PPHYM_00448	PPHYT_03311	PSART_00783	PSPRE_03225	PTERA_02996	PTERE_00440	PXENO_02845
map2	PAGRI_03260	PBONN_00916	PHAYL_00940	PCALE_00846	PFUNG_00683	PMEGA_05642	PPHEM_04129	PPHEX_00867	PPHYM_00663	PPHYT_01042	PSART_01022	PSPRE_01821	PTERA_00783	PTERE_00684	PXENO_01129
group_538	PAGRI_00226	PBONN_00168	PHAYL_00202	PCALE_00190	PFUNG_01254	PMEGA_02885	PPHEM_00277	PPHEX_00163	PPHYM_00167	PPHYT_00430	PSART_00525	PSPRE_02382	PTERA_00215	PTERE_00180	PXENO_01953
adk	PAGRI_00612	PBONN_02345	PHAYL_02425	PCALE_02772	PFUNG_02231	PMEGA_05874	PPHEM_04997	PPHEX_02981	PPHYM_00543	PPHYT_03215	PSART_00868	PSPRE_03323	PTERA_02902	PTERE_00538	PXENO_02937
group_594	PAGRI_00427	PBONN_02535	PHAYL_02749	PCALE_02941	PFUNG_02044	PMEGA_03109	PPHEM_05859	PPHEX_03151	PPHYM_02644	PPHYT_03393	PSART_02662	PSPRE_03145	PTERA_03074	PTERE_02664	PXENO_02759
recR	PAGRI_02293	PBONN_01506	PHAYL_01882	PCALE_01490	PFUNG_03394	PMEGA_04382	PPHEM_05667	PPHEX_01787	PPHYM_00975	PPHYT_01828	PSART_02854	PSPRE_01194	PTERA_01547	PTERE_01707	PXENO_00063
xthA	PAGRI_01424	PBONN_01152	PHAYL_02218	PCALE_01114	PFUNG_02835	PMEGA_05051	PPHEM_04550	PPHEX_02460	PPHYM_01519	PPHYT_02609	PSART_01635	PSPRE_00581	PTERA_01219	PTERE_01107	PXENO_03691
group_1007	PAGRI_03706	PBONN_00673	PHAYL_00708	PCALE_00412	PFUNG_01023	PMEGA_06040	PPHEM_04839	PPHEX_00379	PPHYM_00409	PPHYT_00674	PSART_00739	PSPRE_02172	PTERA_00451	PTERE_00402	PXENO_01697
